ringnr;adult_sex;year;month;day;locality;hatch_year;max_year;first_locality;last_locality;body_mass;thr_bill_depth;thr_bill_length;thr_tarsus;thr_wing
8414512;1;1994;9;19;20;1992;1999;20;20;37.7;8.2;14.1;20.1;80
8414512;1;1995;7;27;20;1992;1999;20;20;33;8.4;14;20.1;81
8414512;1;1995;10;5;20;1992;1999;20;20;36.5;8.7;13.4;20.2;77
8414512;1;1996;5;23;20;1992;1999;20;20;;;;;
8414512;1;1996;6;12;20;1992;1999;20;20;32.7;8.4;13.8;20;81
8414512;1;1996;6;19;20;1992;1999;20;20;34.4;;;;
8414517;2;1992;8;12;22;1991;1995;22;22;28.2;8.4;12.6;19.65;76
8414517;2;1994;5;24;22;1991;1995;22;22;30.3;8.47;13.63;19.3;76.64
8414517;2;1994;5;24;22;1991;1995;22;22;;;;;
8414517;2;1995;7;24;22;1991;1995;22;22;32.4;8.6;13.1;19.3;76
8414520;1;1992;8;14;23;1991;1995;23;23;32;8.1;13.9;19.02;77
8414521;2;1992;8;14;23;1991;1992;23;23;28.1;8.7;12.7;20.71;76
8414522;1;1992;8;14;23;1991;1995;23;23;31.5;8.2;13;19.2;78
8414522;1;1993;2;25;23;1991;1995;23;23;32.6;8.1;13.9;19.65;81
8414522;1;1993;5;9;23;1991;1995;23;23;31.1;7.9;13.8;19.02;81
8414523;1;1992;8;14;23;1991;1995;23;23;30.6;8.8;12.7;18.76;79
8414525;1;1992;8;14;23;1991;1992;23;23;30;8.7;13.6;19.38;69
8414526;2;1992;8;15;23;1991;1993;23;23;28.3;8.6;12.9;18.4;74
8414527;2;1997;7;10;23;1992;1998;23;23;31.7;8.2;13.1;19.7;76
8414527;2;1998;7;23;23;1992;1998;23;23;31.1;8.3;13.25;19.38;77.09
8414528;1;1993;5;8;23;1992;1994;23;23;28.8;8.3;12.1;17.87;75
8414529;1;1992;8;15;23;1991;1997;23;23;30.6;8.3;13.2;20.09;81.5
8414534;1;1992;8;16;24;1991;1993;24;24;28.6;7.9;12.6;19.47;76.5
8414535;1;1993;6;4;24;1992;1994;24;24;32.8;8.7;13;19.29;81
8414535;1;1994;6;12;24;1992;1994;24;24;34.8;8.1;13.1;19.6;82
8414539;2;1995;5;15;24;1992;1996;24;24;36.3;8.1;13.3;19.3;78
8414539;2;1996;5;20;24;1992;1996;24;24;37.5;8.2;13.2;19.2;77
8414539;2;1996;5;20;24;1992;1996;24;24;37.5;7.89;13.4;19.55;77.7
8414540;1;1992;8;17;24;1991;1994;24;24;30.1;8.6;12;19.47;76.5
8414540;1;1994;6;11;24;1991;1994;24;24;32.6;8.1;12.5;19.1;80
8414541;2;1993;5;25;24;1992;1995;24;24;30.4;8.4;13.7;19.82;76.5
8414543;1;1992;8;17;24;1991;1996;24;24;30.3;8.7;12.2;18.85;79.5
8414543;1;1994;7;17;24;1991;1996;24;24;29.3;7.7;13;19;80
8414543;1;1994;7;17;24;1991;1996;24;24;;8.08;13.51;18.64;79.78
8414543;1;1996;6;27;24;1991;1996;24;24;30.3;8.09;13.2;18.85;80.7
8414545;2;1994;6;11;24;1992;1994;24;24;34.2;8.2;13.3;18.9;78
8414552;1;1993;5;9;23;1992;1994;23;23;30.7;8.8;15.1;19.91;84.5
8414553;1;1993;5;9;23;1992;1996;23;23;32.7;8.1;13.8;20;82
8414553;1;1994;11;16;23;1992;1996;23;23;34.2;8.7;14.3;20.3;83
8414554;1;1993;5;9;23;1992;1995;23;23;32;8.8;13.4;20.45;83
8414555;1;1993;5;9;23;1992;1995;23;23;27.8;8.8;13.1;18.85;81.5
8414556;1;1993;5;9;23;1992;1994;23;23;30.6;8.4;12.8;18.76;80
8414557;2;1993;5;10;23;1992;1994;23;23;30.3;8.6;14.1;19.29;79
8414558;2;1993;5;10;23;1992;1995;23;23;29.8;8.4;13.6;19.65;78.5
8414558;2;1995;7;25;23;1992;1995;23;23;29.1;8.6;14.7;19.9;77
8414559;1;1993;5;10;23;1992;1993;23;23;31.1;8.4;13.7;19.91;81.5
8414560;1;1993;5;10;23;1992;1993;23;23;29.3;8;12.8;19.56;83
8414561;2;1993;5;10;25;1992;1993;25;25;36.2;8.6;12.6;20.09;78
8414562;1;1993;5;12;28;1992;1996;28;28;33.1;8.4;13.8;19.73;84
8414562;1;1993;5;20;28;1992;1996;28;28;34;;;;
8414562;1;1994;7;13;28;1992;1996;28;28;34.8;8.3;13.3;19.3;82
8414562;1;1994;7;13;28;1992;1996;28;28;;7.98;13.11;19.84;79.78
8414562;1;1994;9;26;28;1992;1996;28;28;37.6;8;13.6;19.6;81
8414562;1;1995;6;14;28;1992;1996;28;28;34.4;8.2;13.8;19.4;82
8414562;1;1995;10;7;28;1992;1996;28;28;34.4;8.67;13.63;19.8;85.64
8414562;1;1996;5;18;28;1992;1996;28;28;33.2;8.15;;19.47;82.41
8414562;1;1996;5;18;28;1992;1996;28;28;33.2;8;13.1;19.3;82
8414562;1;1996;7;8;28;1992;1996;28;28;33.5;;;;
8414562;1;1996;7;15;28;1992;1996;28;28;32.8;8.05;13.27;;
8414563;1;1993;5;12;28;1992;1994;28;28;31.1;8.3;12.7;20.36;81.5
8414564;1;1993;5;12;28;1992;1997;28;28;31.5;8.8;13.6;20.89;79.5
8414564;1;1996;5;18;28;1992;1997;28;28;33.8;8.39;13.9;21.25;82.7
8414564;1;1996;5;18;28;1992;1997;28;28;33.8;8.4;13.9;20.8;81
8414564;1;1996;5;29;28;1992;1997;28;28;32.7;8.4;14.3;19.9;82
8414565;1;1993;5;12;28;1992;1994;28;28;29.5;8.5;12.6;18.22;79
8414565;1;1993;8;4;28;1992;1994;28;28;30.2;;;;
8414566;1;1993;5;12;28;1992;1995;28;28;33.5;8.5;13.7;18.67;84.5
8414567;1;1993;5;12;28;1992;1993;28;28;31.3;8.5;13.2;20.54;80
8414567;1;1993;6;18;28;1992;1993;28;28;30.6;;;;
8414568;1;1993;5;12;28;1992;1993;28;28;31.7;8.6;13.7;19.2;80
8414569;1;1993;5;12;28;1992;1993;28;28;35.3;8.8;12.9;21.42;82
8414570;2;1993;5;12;28;1992;1993;28;28;39;7.8;13;20.09;80
8414570;2;1993;5;20;28;1992;1993;28;28;33.7;;;;
8414571;2;1993;5;13;27;1992;1993;27;27;31.2;8.4;13.3;20.18;80
8414572;1;1993;5;13;27;1992;1994;27;27;29.4;8.4;14.7;19.73;82
8414572;1;1993;6;1;27;1992;1994;27;27;30.3;;;;
8414572;1;1994;6;10;27;1992;1994;27;27;30.7;;;19.7;
8414573;2;1993;5;13;27;1992;1994;27;27;33.5;8.5;14;20.09;79
8414573;2;1993;6;1;27;1992;1994;27;27;32.6;;;;
8414573;2;1993;6;29;27;1992;1994;27;27;34.3;;;;
8414574;2;1993;5;13;27;1992;1995;27;27;34;8.9;14.5;20.54;78
8414574;2;1993;6;14;27;1992;1995;27;27;36.4;;;;
8414574;2;1994;6;21;27;1992;1995;27;27;;;;;
8414574;2;1995;5;28;27;1992;1995;27;27;44.2;8.4;14.3;20.6;80
8414574;2;1995;10;8;27;1992;1995;27;27;35.5;9.27;14.23;20.8;81.64
8414575;2;1993;5;13;27;1992;1994;27;27;33.7;8.3;13.9;20.09;78.5
8414575;2;1993;6;14;27;1992;1994;27;27;31.3;;;;
8414575;2;1994;3;27;27;1992;1994;27;27;31.2;8.2;13.6;20;80
8414576;1;1993;5;13;27;1992;1996;27;27;32.8;8.3;13.2;19.73;79.5
8414576;1;1994;6;28;27;1992;1996;27;27;34.1;8.47;13.13;19.1;80.64
8414576;1;1996;6;2;27;1992;1996;27;27;35.3;8.4;12.7;19.2;82
8414582;2;1994;6;11;27;1993;1996;27;27;34.7;;;19.8;80.64
8414582;2;1994;6;28;27;1993;1996;27;27;30.4;;;19.3;
8414582;2;1995;8;7;27;1993;1996;27;27;30.4;8.97;14.53;19.3;80.64
8414582;2;1996;7;18;27;1993;1996;27;27;30.9;7.3;14.3;19.2;
8414587;1;1993;5;15;27;1992;1993;27;27;31.2;8.3;13.6;18.85;80
8414588;2;1993;5;15;27;1992;1994;27;27;34.5;8.1;13.4;19.91;79.5
8414589;2;1993;5;17;20;1992;1993;20;20;34.7;8.5;13.5;19.91;80
8414590;1;1993;5;18;26;1992;1993;26;26;32.6;8.5;14.1;19.91;82
8414590;1;1993;6;19;26;1992;1993;26;26;39;;;;
8414590;1;1993;6;22;26;1992;1993;26;26;34.3;;;;
8414591;2;1993;5;18;26;1992;1993;26;26;30.7;8.3;13.3;20.36;78.5
8414591;2;1993;6;11;26;1992;1993;26;26;31.3;;;;
8414591;2;1993;6;22;26;1992;1993;26;26;32.2;;;;
8414592;1;1993;5;18;26;1992;1993;26;26;28.7;8.2;12.9;18.85;82
8414592;1;1993;6;3;26;1992;1993;26;26;28.8;;;;
8414593;1;1993;5;18;26;1992;1994;26;26;32.7;8.3;13;19.47;79
8414593;1;1993;6;19;26;1992;1994;26;26;31;;;;
8414593;1;1994;5;18;26;1992;1994;26;26;;8.3;12.8;19;81
8414593;1;1994;6;27;26;1992;1994;26;26;31.9;7.8;13.2;19;80
8414594;1;1993;5;19;21;1992;1993;21;21;34.3;8.1;13.5;19.73;80.1
8414595;1;1993;5;19;21;1992;1994;21;21;32.6;8.7;13.7;20;81.5
8414595;1;1994;1;25;21;1992;1994;21;21;35.2;8.5;13;19.91;82.5
8414596;2;1993;5;20;28;1992;1996;28;28;38.4;8.6;14;19.65;80
8414596;2;1996;5;18;28;1992;1996;28;28;37.3;7.9;13.4;19.9;79
8414596;2;1996;5;18;28;1992;1996;28;28;37.3;8.09;13.6;20.05;79.7
8414596;2;1996;5;29;28;1992;1996;28;28;34.5;;;20;
8414596;2;1996;5;29;28;1992;1996;28;28;34.5;8.19;14.1;19.85;78.7
8414597;1;1993;5;20;28;1992;1996;28;28;33.8;8.9;13.8;20.09;81
8414597;1;1994;9;26;28;1992;1996;28;28;34.7;;;20;80
8414597;1;1996;6;26;28;1992;1996;28;28;34.2;9.25;14.43;20.4;80.61
8414598;2;1993;5;21;29;1992;1993;29;29;31;8.2;13.9;19.02;78
8414598;2;1993;6;10;29;1992;1993;29;29;29.3;;;;
8414598;2;1993;6;25;29;1992;1993;29;29;30.2;;;;
8414598;2;1993;7;14;29;1992;1993;29;29;28.3;;;;
8414599;1;1993;5;21;29;1992;1993;29;29;32.6;8.8;13.7;19.47;85
8414599;1;1993;6;10;29;1992;1993;29;29;33.8;;;;
8414600;1;1993;5;21;29;1992;1993;29;29;33.5;8.4;13.9;20;81
8414600;1;1993;6;25;29;1992;1993;29;29;36;;;20;
8414801;2;1993;3;5;27;1992;1996;27;27;33.1;8.4;13.9;20.36;75
8414801;2;1994;8;15;27;1992;1996;27;27;37.2;;;19.9;75.64
8414801;2;1994;9;18;27;1992;1996;27;27;34.8;8.5;13.4;19.9;76
8414801;2;1995;10;4;27;1992;1996;27;27;36.3;8.6;14.4;20;74
8414801;2;1996;6;2;27;1992;1996;27;27;37;8.55;14.63;19.8;76.61
8414801;2;1996;6;2;27;1992;1996;27;27;37;8.5;14.2;19.9;77
8414802;2;1993;3;5;27;1992;1993;27;27;30.5;8.5;14.5;20.36;77
8414802;2;1993;5;13;27;1992;1993;27;27;33.2;;;;
8414802;2;1993;6;21;27;1992;1993;27;27;34;;;;
8414802;2;1993;12;7;27;1992;1993;27;27;32;8.37;13.73;19.8;78.64
8414803;2;1993;3;6;27;1992;1993;27;27;33.7;8.5;13.6;19.82;79.5
8414804;1;1993;3;6;27;1992;1993;27;27;31.3;8.6;13.3;19.65;83
8414805;1;1993;3;6;27;1992;1994;27;27;32.5;8.4;13;18.22;80
8414805;1;1994;6;26;27;1992;1994;27;27;31.5;8.2;12.7;18.2;81
8414805;1;1994;9;24;27;1992;1994;27;27;34.6;8.1;13.7;18.1;77
8414806;1;1993;3;6;27;1992;1998;27;27;34;8.6;13.1;18.58;79
8414806;1;1993;6;15;27;1992;1998;27;27;33;;;;
8414806;1;1994;6;28;27;1992;1998;27;27;34.1;8.57;13.13;18.3;83.64
8414806;1;1994;9;18;27;1992;1998;27;27;35.7;8.1;13;18.3;76
8414806;1;1996;5;26;27;1992;1998;27;27;33.2;7.85;13.37;18.17;81.41
8414806;1;1996;6;11;27;1992;1998;27;27;33.7;7.9;12.5;18.3;82
8414806;1;1997;10;4;27;1992;1998;27;27;37.5;8.15;12.87;18.17;75.41
8414806;1;1998;6;4;27;1992;1998;27;27;34;8.2;13.2;18.4;81
8414806;1;1998;10;17;27;1992;1998;27;27;31.9;8.1;12.85;18.28;82.09
8414807;2;1993;3;6;27;1992;1994;27;27;30;7.8;13.2;18.49;78
8414807;2;1993;6;1;27;1992;1994;27;27;30.7;;;;
8414807;2;1993;6;14;27;1992;1994;27;27;30.2;;;;
8414807;2;1993;7;18;27;1992;1994;27;27;29.6;;;;
8414807;2;1994;6;21;27;1992;1994;27;27;36.7;;;18.1;
8414808;2;1993;3;6;27;1992;1994;27;27;34.8;8.7;14.9;19.11;75.5
8414808;2;1993;6;28;27;1992;1994;27;27;31.4;;;;
8414808;2;1994;3;27;27;1992;1994;27;27;31.7;8.7;12.8;18.93;80
8414808;2;1994;5;22;27;1992;1994;27;27;32.3;8.57;13.83;20;76.64
8414808;2;1994;6;24;27;1992;1994;27;27;33.2;;;18.7;
8414809;1;1993;3;7;27;1992;1993;27;27;30;8.5;13;17.69;79
8414809;1;1993;6;28;27;1992;1993;27;27;30.5;;;;
8414810;2;1993;3;7;27;1992;1994;27;27;32.3;8.5;14.1;19.47;78.5
8414810;2;1993;12;7;27;1992;1994;27;27;33.3;8.57;14.13;19.3;78.64
8414810;2;1994;3;27;27;1992;1994;27;27;31.2;8.4;13.4;19.91;79.4
8414811;1;1993;3;8;28;1992;1993;28;28;31.3;8.6;;20.62;80
8414812;2;1993;3;8;28;1992;1999;28;28;31.5;8.3;13.9;19.73;77.5
8414812;2;1994;9;26;28;1992;1999;28;28;32.3;;;19.8;76
8414812;2;1995;6;14;28;1992;1999;28;28;32.3;8.4;14.2;19.9;76
8414812;2;1996;6;26;28;1992;1999;28;28;35.4;8.15;14.43;20.2;76.61
8414812;2;1999;7;15;28;1992;1999;28;28;33.7;8.14;14.29;20.08;77.86
8414812;2;1999;7;15;28;1992;1999;28;28;;8.29;13.53;20.18;78.83
8414812;2;1999;7;27;28;1992;1999;28;28;31.7;8.14;14.39;20.08;77.86
8414813;1;1993;3;8;28;1992;1995;28;28;31.3;8.4;13.6;19.73;80
8414813;1;1994;7;28;28;1992;1995;28;28;31.3;8;13.8;20.6;79
8414813;1;1994;7;28;28;1992;1995;28;28;;7.98;13.61;20.84;79.78
8414813;1;1994;9;26;28;1992;1995;28;28;33.8;7.7;13.6;20.6;81
8414813;1;1995;7;4;28;1992;1995;28;28;29.5;8.8;14.3;20.6;81
8414814;1;1993;3;10;29;1992;1994;29;29;33.1;8.8;13.6;20.27;84
8414814;1;1993;5;21;29;1992;1994;29;29;32.7;;;;
8414814;1;1993;6;10;29;1992;1994;29;29;34.7;;;;
8414814;1;1993;6;25;29;1992;1994;29;29;34;;;;
8414814;1;1994;3;22;29;1992;1994;29;29;;8.57;13.33;20.1;84.64
8414814;1;1994;3;22;29;1992;1994;29;29;33.6;8.5;14.5;20.18;85
8414815;2;1993;3;10;29;1992;1994;29;29;30.8;8.1;13.7;19.47;78.5
8414815;2;1993;5;21;29;1992;1994;29;29;39.5;;;;
8414815;2;1993;6;10;29;1992;1994;29;29;31.2;;;;
8414815;2;1993;7;1;29;1992;1994;29;29;33;;;;
8414815;2;1994;1;19;29;1992;1994;29;29;31.9;8;13;19.38;79
8414815;2;1994;3;22;29;1992;1994;29;29;30.5;8;13.5;19.38;79.5
8414816;1;1993;3;10;29;1992;1994;29;29;33.2;8.3;13.3;20.62;81
8414816;1;1993;6;10;29;1992;1994;29;29;31.4;;;;
8414816;1;1994;3;22;29;1992;1994;29;29;32.8;8.37;12.63;20.4;82.64
8414816;1;1994;3;22;29;1992;1994;29;29;;8.1;13.3;20.62;82.5
8414817;2;1993;3;10;29;1992;1993;29;29;28.7;8.7;13.7;18.85;76
8414817;2;1993;5;21;29;1992;1993;29;29;31.5;;;;
8414818;2;1993;3;10;29;1992;1993;29;29;32.9;8.3;13.9;19.29;79
8414818;2;1993;6;10;29;1992;1993;29;29;34.1;;;;
8414818;2;1993;6;25;29;1992;1993;29;29;30.2;;;;
8414819;1;1993;3;10;29;1992;1994;29;29;34;8.9;13.4;20.36;83
8414819;1;1993;5;21;29;1992;1994;29;29;34.5;;;;
8414819;1;1994;5;26;29;1992;1994;29;29;34.9;8.87;13.43;21.1;84.64
8414819;1;1994;7;13;29;1992;1994;29;29;35.3;8.6;13.9;20.8;82
8414819;1;1994;7;13;29;1992;1994;29;29;;8.68;13.21;21.24;83.78
8414820;1;1993;3;10;29;1992;1996;29;29;31.7;8.6;13.9;20;82
8414820;1;1993;6;10;29;1992;1996;29;29;32.3;;;;
8414820;1;1993;7;1;29;1992;1996;29;29;33.8;;;;
8414820;1;1993;7;14;29;1992;1996;29;29;32.4;;;;
8414820;1;1994;1;19;29;1992;1996;29;29;32.1;8.2;12.8;20.18;83
8414820;1;1994;3;22;29;1992;1996;29;29;32.2;8.17;13.73;20;82.64
8414820;1;1994;3;22;29;1992;1996;29;29;;8.3;13.7;20.27;84
8414820;1;1994;6;29;29;1992;1996;29;29;32.4;8.37;14.13;20.3;82.64
8414820;1;1994;6;29;29;1992;1996;29;29;32.4;;;;
8414820;1;1994;7;13;29;1992;1996;29;29;31.2;8.2;13.4;20.2;82
8414820;1;1994;7;13;29;1992;1996;29;29;;8.08;14.61;19.84;81.78
8414820;1;1994;9;15;29;1992;1996;29;29;34;8.3;14.7;20.2;82
8414821;1;1993;3;10;29;1992;1993;29;29;32.7;8.6;14.2;19.65;80.5
8414821;1;1993;5;21;29;1992;1993;29;29;32.2;;;;
8414821;1;1993;7;1;29;1992;1993;29;29;34;;;;
8414822;1;1993;3;10;29;1992;1993;29;29;32.7;8.7;14.2;18.58;82
8414822;1;1993;5;21;29;1992;1993;29;29;27.9;;;;
8414822;1;1993;7;1;29;1992;1993;29;29;30;;;;
8414823;2;1993;3;10;29;1992;1997;29;28;30.7;8.7;13.5;20.09;76
8414823;2;1993;6;18;28;1992;1997;29;28;31.8;;;;
8414823;2;1993;7;20;28;1992;1997;29;28;32.5;;;;
8414823;2;1996;5;18;28;1992;1997;29;28;36.2;8.05;13.57;19.97;77.41
8414823;2;1996;5;18;28;1992;1997;29;28;36.2;8.1;14.1;20;76
8414823;2;1996;7;15;28;1992;1997;29;28;31.5;8.55;13.87;19.77;77.41
8414823;2;1997;7;19;28;1992;1997;29;28;33.4;8.4;14.1;20.1;78
8414824;1;1993;3;10;29;1992;1993;29;29;32;8.4;13.8;19.47;79.5
8414824;1;1993;6;25;29;1992;1993;29;29;30.8;;;;
8414825;2;1993;3;10;29;1992;1994;29;29;31.2;8.9;;20.62;75.5
8414825;2;1993;5;21;29;1992;1994;29;29;32.3;;;;
8414826;1;1993;3;10;29;1992;1996;29;29;33;8.2;13.9;19.56;80
8414826;1;1993;5;21;29;1992;1996;29;29;33.4;;;;
8414826;1;1993;6;10;29;1992;1996;29;29;35.8;;;;
8414826;1;1993;6;25;29;1992;1996;29;29;35;;;;
8414826;1;1993;7;14;29;1992;1996;29;29;33.3;;;;
8414826;1;1994;1;19;29;1992;1996;29;29;36.3;8.2;12.8;19.2;81
8414826;1;1994;3;22;29;1992;1996;29;29;;8.27;12.83;19.4;80.64
8414826;1;1994;3;22;29;1992;1996;29;29;34.3;8.1;13.1;19.29;82
8414826;1;1994;5;16;29;1992;1996;29;29;35.6;8;13.4;19.4;81
8414826;1;1994;6;25;29;1992;1996;29;29;35.3;;;19.6;
8414826;1;1994;8;6;29;1992;1996;29;29;34.2;8.27;13.73;19.6;79.64
8414826;1;1994;8;12;29;1992;1996;29;29;33.3;8.47;13.33;19.4;80.64
8414826;1;1995;5;26;29;1992;1996;29;29;34.3;7.9;13.6;19.1;82
8414826;1;1995;6;3;29;1992;1996;29;29;35.2;8.1;13.7;19.5;81
8414826;1;1995;10;5;29;1992;1996;29;29;35.8;8.37;13.53;19.6;78.64
8414826;1;1996;6;18;29;1992;1996;29;29;34.5;8.39;14.1;19.45;81.7
8414826;1;1996;9;30;29;1992;1996;29;29;37.9;8.09;13.2;19.75;80.7
8414827;1;1993;3;10;29;1992;1993;29;29;31.8;8.3;14.5;20.27;79
8414828;1;1993;3;10;29;1992;1994;29;28;30.3;8.6;13.7;18.76;78
8414828;1;1993;5;21;29;1992;1994;29;28;29.5;;;;
8414828;1;1993;5;25;29;1992;1994;29;28;30.3;;;;
8414828;1;1993;7;13;29;1992;1994;29;28;30.4;;;;
8414828;1;1994;1;19;29;1992;1994;29;28;28.7;8.3;12.4;18.58;79.5
8414828;1;1994;6;17;28;1992;1994;29;28;33.2;8.4;14.1;19.9;78
8414829;1;1993;3;10;29;1992;1996;29;29;31.6;8.6;13;17.16;79
8414829;1;1993;5;21;29;1992;1996;29;29;30.2;;;;
8414829;1;1993;6;25;29;1992;1996;29;29;30.4;;;;
8414829;1;1993;7;13;29;1992;1996;29;29;30;;;;
8414829;1;1994;1;19;29;1992;1996;29;29;30.8;8.6;12;17.07;80
8414829;1;1994;3;22;29;1992;1996;29;29;31.2;8.47;11.93;16.4;79.64
8414829;1;1994;3;22;29;1992;1996;29;29;;8.4;12.4;16.89;80
8414829;1;1994;5;16;29;1992;1996;29;29;31.8;8.3;12.7;16.6;80
8414829;1;1994;5;26;29;1992;1996;29;29;31.9;8.47;12.63;16.5;80.64
8414829;1;1994;6;6;29;1992;1996;29;29;30.5;8.57;13.13;16.5;78.64
8414829;1;1994;6;8;29;1992;1996;29;29;30;;;;
8414829;1;1994;6;29;29;1992;1996;29;29;30;;;16.7;80.64
8414829;1;1995;6;3;29;1992;1996;29;29;32.8;8.3;13.4;16.4;80
8414829;1;1995;10;5;29;1992;1996;29;29;31.4;8.87;13.23;16.6;80.64
8414829;1;1996;3;6;29;1992;1996;29;29;33.3;8.2;12.8;16.7;80
8414829;1;1996;5;30;29;1992;1996;29;29;;7.95;13.27;16.37;80.41
8414829;1;1996;6;18;29;1992;1996;29;29;31.1;;;;
8414830;2;1993;3;10;29;1992;1996;29;28;31.7;8.8;13.5;19.65;78
8414830;2;1993;6;26;28;1992;1996;29;28;32.2;;;;
8414830;2;1994;5;26;28;1992;1996;29;28;33.7;8.2;13.7;19.9;80
8414830;2;1995;10;5;29;1992;1996;29;28;34.5;8.97;13.33;20.3;81.64
8414830;2;1996;3;6;29;1992;1996;29;28;32.5;8.6;14.2;20.1;79
8414830;2;1996;7;3;28;1992;1996;29;28;30.5;8.4;14.1;20.2;80
8414831;1;1993;3;10;29;1992;1993;29;28;30.7;8.5;14.5;19.56;80
8414831;1;1993;6;18;28;1992;1993;29;28;34.7;;;;
8414832;1;1993;3;10;29;1992;1997;29;29;33;8.8;14;20;82.5
8414832;1;1993;5;21;29;1992;1997;29;29;33.5;;;;
8414832;1;1993;6;17;29;1992;1997;29;29;34.2;;;;
8414832;1;1993;6;25;29;1992;1997;29;29;35;;;;
8414832;1;1994;7;13;29;1992;1997;29;29;32.5;8.5;13.8;20.7;82
8414832;1;1994;7;13;29;1992;1997;29;29;;8.48;14.01;19.94;81.78
8414832;1;1996;5;22;29;1992;1997;29;29;33.1;8.75;14.23;19.8;84.61
8414833;2;1993;3;10;29;1992;1994;29;29;31.3;8.4;13.2;19.11;79
8414833;2;1993;5;21;29;1992;1994;29;29;39.3;;;;
8414833;2;1993;6;10;29;1992;1994;29;29;32.8;;;;
8414833;2;1993;6;25;29;1992;1994;29;29;34.3;;;;
8414833;2;1994;1;19;29;1992;1994;29;29;33.1;8.5;12.2;18.93;81
8414833;2;1994;3;22;29;1992;1994;29;29;32.3;8.2;13;19.47;82
8414833;2;1994;5;16;29;1992;1994;29;29;35.4;8.2;13.7;18.9;81
8414834;2;1993;3;10;29;1992;1994;29;29;31.6;8.4;13.8;20.45;79
8414834;2;1993;5;21;29;1992;1994;29;29;33.6;;;;
8414834;2;1993;6;10;29;1992;1994;29;29;35.2;;;;
8414834;2;1993;6;17;29;1992;1994;29;29;33.6;;;;
8414835;1;1993;3;10;29;1992;1993;29;29;31.8;8.4;13.8;21.69;81.5
8414835;1;1993;5;21;29;1992;1993;29;29;33.5;;;;
8414836;1;1993;3;10;29;1992;1994;29;28;31;8.9;13;19.11;78
8414836;1;1993;5;21;29;1992;1994;29;28;30.5;;;;
8414837;1;1993;3;10;29;1992;1995;29;29;31.5;8.8;13.8;19.2;82.5
8414837;1;1993;5;21;29;1992;1995;29;29;33.2;;;;
8414837;1;1993;6;25;29;1992;1995;29;29;32.5;;;;
8414837;1;1993;7;13;29;1992;1995;29;29;33.5;;;;
8414837;1;1994;1;19;29;1992;1995;29;29;;8.9;13.2;19.65;83
8414837;1;1994;3;22;29;1992;1995;29;29;33.2;8.27;13.03;19.2;82.64
8414837;1;1994;3;22;29;1992;1995;29;29;;8.5;13.2;19.47;84
8414837;1;1994;5;26;29;1992;1995;29;29;33.6;8.37;13.83;19.3;83.64
8414837;1;1994;6;29;29;1992;1995;29;29;32.3;;;19.4;82.64
8414837;1;1994;8;13;29;1992;1995;29;29;32.6;8.57;13.43;19.2;81.64
8414837;1;1994;9;15;29;1992;1995;29;29;37.5;8.1;14.1;18.8;82
8414837;1;1995;6;3;29;1992;1995;29;29;33.7;8.3;13.8;19;82
8414837;1;1995;10;5;29;1992;1995;29;29;34.6;8.77;13.43;19.3;80.64
8414838;2;1993;3;10;29;1992;1993;29;28;30;8.7;14.6;20.8;81
8414838;2;1993;5;20;28;1992;1993;29;28;33.2;;;;
8414839;2;1993;3;10;29;1992;1993;29;29;30.7;8.7;12.7;20.18;78
8414839;2;1993;5;21;29;1992;1993;29;29;31.4;;;;
8414839;2;1993;6;10;29;1992;1993;29;29;33.6;;;;
8414839;2;1993;6;25;29;1992;1993;29;29;30.5;;;;
8414840;2;1993;3;10;29;1992;1995;29;29;31.7;8.8;14;19.65;82
8414840;2;1993;7;13;29;1992;1995;29;29;34.5;8.6;14.1;20.09;82
8414840;2;1993;7;14;29;1992;1995;29;29;33.8;;;;
8414840;2;1994;1;19;29;1992;1995;29;29;34.6;8.6;13.2;19.91;83
8414840;2;1994;5;16;29;1992;1995;29;29;34.6;8.5;14;19.8;84
8414840;2;1994;7;13;29;1992;1995;29;29;31.4;8.7;13.1;20;82
8414840;2;1994;7;13;29;1992;1995;29;29;;8.58;14.21;20.34;81.78
8414840;2;1994;8;6;29;1992;1995;29;29;33.4;8.77;14.63;20.1;79.64
8414840;2;1994;8;12;29;1992;1995;29;29;33.2;;;20.1;81.64
8414840;2;1994;9;16;29;1992;1995;29;29;32.5;8.5;14.5;20.2;82
8414841;2;1993;3;10;29;1992;1996;29;28;31;8.7;13.5;20.45;76
8414841;2;1993;5;12;28;1992;1996;29;28;34.4;;;;
8414841;2;1994;5;26;28;1992;1996;29;28;39;8.4;13.3;20;79
8414841;2;1994;9;26;28;1992;1996;29;28;33.2;8.2;13.2;20.2;78
8414841;2;1996;7;18;28;1992;1996;29;28;32.5;8.05;13.17;20.67;78.41
8414842;2;1993;3;11;29;1992;1994;29;29;34.4;8.6;13.8;20.62;77.5
8414842;2;1993;5;21;29;1992;1994;29;29;38.8;;;;
8414842;2;1993;6;10;29;1992;1994;29;29;33.9;;;;
8414842;2;1994;1;19;29;1992;1994;29;29;32.3;8.8;12.7;20.09;79
8414842;2;1994;3;22;29;1992;1994;29;29;33.7;8.3;13.4;20.09;78
8414842;2;1994;5;26;29;1992;1994;29;29;34.5;;;;
8414842;2;1994;6;25;29;1992;1994;29;29;33.8;;;20.4;
