"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8747555",44441,43340,64791,0.0115936802094571
"8747563",43624,43300,64730,-0.0245663197905429
"8747564",42967,42450,63399,-0.0153463197905429
"8747569",44268,43360,64827,0.00239368020945709
"8747573",44169,43340,64797,-0.00116631979054291
"8747574",45969,43340,64801,0.0826036802094571
"8747575",44285,43320,64768,0.00502368020945709
"8747583",41723,41860,62579,-0.0463783197905429
"8747588",44070,43010,64303,0.00973368020945709
"8747590",43115,42400,63356,-0.00580631979054291
"8747599",41405,41450,61908,-0.0418743197905429
"8747603",43977,43330,64785,-0.00972631979054291
"8747604",43862,43370,64850,-0.0171563197905429
"8747606",43585,43340,64792,-0.0282963197905429
"8747608",43796,43300,64749,-0.0169763197905429
"8747609",43676,43200,64567,-0.0174163197905429
"8747610",43188,43010,64306,-0.0316043197905429
"8730959",43079,42720,63879,-0.0230963197905429
"8747623",44238,43330,64778,0.00244368020945709
"8747636",48483,43270,64696,0.203303680209457
"8747654",44329,43270,64696,0.00946368020945709
"8747657",43687,43080,64407,-0.0114563197905429
"8747663",43987,43050,64393,0.00386368020945709
"8747672",45879,43320,64767,0.0794036802094571
"8747675",42618,42540,63590,-0.0362453197905429
"8747689",43068,42590,63621,-0.0172163197905429
"8747691",44320,43340,64795,0.00596368020945709
"8747692",46387,43300,64734,0.104203680209457
"8747693",45540,43330,64791,0.0629036802094571
"8747694",44218,42090,62785,0.0631036802094571
"8747698",48287,43260,64681,0.194703680209457
"8747699",44212,43350,64806,0.00050368020945709
"8747701",43524,43090,64422,-0.0195463197905429
"8747703",42227,42350,63325,-0.0457863197905429
"8747705",43653,43340,64797,-0.0253063197905429
"8747711",45171,43290,64717,0.0480736802094571
"8747713",43849,43160,64524,-0.00759631979054291
"8747720",43910,43320,64765,-0.0122963197905429
"8747722",45655,41720,62397,0.150303680209457
"8747725",44521,43330,64775,0.0158336802094571
"8747726",43549,42970,64198,-0.0128263197905429
"8747728",43501,43240,64658,-0.0279163197905429
"8747729",42123,42360,63199,-0.0512463197905429
"8747730",44644,43180,64563,0.0285236802094571
"8747732",44253,43290,64727,0.00481368020945709
"8747734",46781,43250,64658,0.125203680209457
"8747735",44418,43320,64768,0.0112436802094571
"8747736",44617,43250,64674,0.0237036802094571
"8747737",44667,43330,64778,0.0226036802094571
"8747738",45953,43180,64556,0.0898036802094571
"8747739",44314,43230,64629,0.0108536802094571
"8747740",44109,43320,64767,-0.00314631979054291
"8747741",43766,43280,64694,-0.0170963197905429
"8747742",43736,43310,64759,-0.0202263197905429
"8747744",43759,43230,64636,-0.0152663197905429
"8747749",43903,43370,64846,-0.0151863197905429
"8747756",44355,43300,64740,0.00932368020945709
"8747757",43887,43350,64811,-0.0149163197905429
"8747758",44364,43350,64812,0.00746368020945709
"8747759",43828,43360,64822,-0.0179463197905429
"8747760",44446,43370,64845,0.0101336802094571
"8747764",43980,43360,64837,-0.0112063197905429
"8747777",44249,43350,64812,0.00214368020945709
"8747781",44222,43370,64842,-0.000156319790542911
"8747796",44979,43250,64665,0.0407636802094571
"8747799",43311,42720,63857,-0.0120263197905429
"8747805",42813,42370,63363,-0.0186463197905429
"8747807",44874,43350,64820,0.0308836802094571
"8747808",44128,43370,64841,-0.00452631979054291
"8747809",43987,43370,64841,-0.0110363197905429
"8747813",43817,43270,64700,-0.0145363197905429
"8747817",43825,43310,64752,-0.0159963197905429
"8747829",44085,43250,64662,-0.000796319790542906
"8747862",43917,43200,64598,-0.00643631979054291
"8747865",45848,43280,64707,0.0801036802094571
"8747866",43741,43150,64515,-0.0122063197905429
"8747868",43788,43170,64544,-0.0110363197905429
"8747872",44246,43360,64828,0.00128368020945709
"8747875",44074,43350,64816,-0.00623631979054291
"8747878",44119,43300,64745,-0.00179631979054291
"8747879",43964,43340,64803,-0.0109563197905429
"8747882",44778,43330,64785,0.0275936802094571
"8747884",44374,43320,64767,0.00923368020945709
"8747897",43895,43110,64455,-0.00304631979054291
"8747900",44027,43350,64818,-0.00853631979054291
"8747901",44345,43360,64837,0.00581368020945709
"8747905",45210,43320,64770,0.0482536802094571
"8747935",44312,43240,64657,0.0100636802094571
"8747936",44914,43360,64827,0.0324536802094571
"8747940",43954,43370,64841,-0.0127263197905429
"8747941",42634,42380,63352,-0.0276963197905429
"8747948",42845,42000,62781,0.000893680209457091
"8747955",44180,43190,64573,0.00652368020945709
"8747958",44281,43320,64771,0.00483368020945709
"8747974",43823,43320,64758,-0.0162363197905429
"8747976",44187,43350,64810,-0.00085631979054291
"8747979",43786,43130,64456,-0.00890631979054291
"8747993",43758,43240,64628,-0.0156763197905429
"8794301",44578,43360,64821,0.0170536802094571
"8794302",44059,43380,64856,-0.00816631979054291
"8794305",43767,43240,64655,-0.0154163197905429
"8794306",43605,42960,64229,-0.00967631979054291
"8794307",44420,43350,64822,0.00986368020945709
"8794309",44969,43270,64686,0.0396336802094571
"8794311",44613,43100,64440,0.0310036802094571
"8794313",43818,43230,64639,-0.0126263197905429
"8794322",44297,43300,64736,0.00665368020945709
"8794325",43609,43190,64568,-0.0200663197905429
"8794326",44976,43350,64807,0.0359536802094571
"8794339",44223,43210,64603,0.00761368020945709
"8794340",43930,43290,64719,-0.00987631979054291
"8794341",43747,43260,64671,-0.0170663197905429
"8794342",44253,43330,64787,0.00306368020945709
"8794343",45709,43200,64595,0.0774036802094571
"8794346",45083,43340,64803,0.0412036802094571
"8794352",44270,43330,64788,0.00385368020945709
"8794353",44526,43290,64732,0.0175636802094571
"8794367",45544,43350,64817,0.0622036802094571
"8794368",46211,43270,64697,0.0973036802094571
"8794375",41997,42020,62836,-0.0409823197905429
"8800005",43980,43170,64540,-0.00178631979054291
"8800012",43937,43360,64824,-0.0127863197905429
"8800021",45382,43330,64792,0.0555236802094571
"8800022",44673,43360,64827,0.0213336802094571
"8800023",44176,43340,64790,-0.000716319790542909
"8800025",44172,43360,64823,-0.00193631979054291
"8800027",44229,43140,64508,0.0108536802094571
"8800028",43580,42900,64127,-0.00774631979054291
"8800029",44026,43320,64764,-0.00681631979054291
"8800031",45487,43340,64802,0.0601036802094571
"8800035",44012,43370,64846,-0.0100563197905429
"8800038",46241,43320,64776,0.0961036802094571
"8800042",43935,43270,64687,-0.00875631979054291
"8800045",44153,43360,64831,-0.00300631979054291
"8800046",44116,43360,64835,-0.00481631979054291
"8800051",44852,43330,64787,0.0310136802094571
"8800059",43967,43020,64316,0.00451368020945709
"8800060",45435,43210,64600,0.0643036802094571
"8800061",43857,43350,64812,-0.0163263197905429
"8800063",44157,43320,64776,-0.000916319790542908
"8800066",43884,42500,63523,0.0260436802094571
"8800073",46883,43320,64774,0.126103680209457
"8800074",44228,43360,64830,0.000353680209457093
"8800075",44037,43350,64817,-0.00807631979054291
"8800077",44109,43360,64833,-0.00516631979054291
"8800090",44407,43340,64800,0.00974368020945709
"8800091",43762,43360,64827,-0.0212363197905429
"8800094",44114,43360,64830,-0.00483631979054291
"8800095",44340,43330,64782,0.00700368020945709
"8800101",44196,43260,64680,0.00385368020945709
"8800102",43333,43330,64789,-0.0397350197905429
"8800104",42914,42310,63118,-0.0106463197905429
"8800127",43947,43240,64642,-0.00679631979054291
"8800134",44158,43280,64710,0.000913680209457091
"8800146",44850,43250,64658,0.0349636802094571
"8800147",43385,43330,64791,-0.0374893197905429
"8800151",43868,43290,64724,-0.0129863197905429
"8800160",45866,43340,64808,0.0776036802094571
"8800163",44014,43330,64783,-0.00810631979054291
"8800164",48732,43110,64455,0.223503680209457
"8800166",43822,43290,64721,-0.0150363197905429
"8800168",43902,43350,64812,-0.0141663197905429
"8800170",42301,43340,64802,-0.0884763197905429
"8800171",42545,42970,64194,-0.0599363197905429
"8800175",43382,43140,64486,-0.0283563197905429
"8800177",44192,43330,64785,0.00034368020945709
"8800178",44904,43340,64809,0.0327536802094571
"8800179",43741,43370,64845,-0.0226463197905429
"8800181",44279,43300,64744,0.00559368020945709
"8800185",44637,43360,64836,0.0193536802094571
"8800196",44455,43330,64789,0.0123136802094571
"8800199",44894,43360,64827,0.0316936802094571
"8800303",44381,43340,64807,0.0083836802094571
"8800307",48609,43290,64723,0.208303680209457
"8800314",43523,43310,64754,-0.0300473197905429
"8800321",45918,43070,64388,0.0936036802094571
"8800330",44777,43340,64795,0.0271736802094571
"8800331",44375,43270,64691,0.0117136802094571
"8800336",43798,43330,64780,-0.0180163197905429
"8800338",44083,43260,64675,-0.00147631979054291
"8800339",43802,43270,64685,-0.0148663197905429
"8800340",44186,43360,64824,-0.00127631979054291
"8800341",43905,43280,64713,-0.0108163197905429
"8800352",43584,43310,64749,-0.0269563197905429
"8800353",44334,43340,64794,0.00652368020945709
"8800354",45069,43360,64830,0.0396836802094571
"8800355",44575,43370,64839,0.0163636802094571
"8800356",43954,43370,64838,-0.0125463197905429
"8800368",44377,43290,64730,0.0106336802094571
"8800371",43480,43370,64840,-0.0346253197905429
"8800372",43878,43210,64605,-0.00882631979054291
"8800375",43116,42630,63729,-0.0167363197905429
"8800376",43863,43340,64801,-0.0156863197905429
"8800390",45606,43330,64785,0.0662036802094571
"8800391",44189,43340,64805,-0.000556319790542908
"8800395",43887,43360,64828,-0.0153563197905429
"8800404",44233,43350,64812,0.00128368020945709
"8800405",43876,43360,64829,-0.0159263197905429
"8800416",44020,43380,64856,-0.00998631979054291
"8800417",44045,43360,64827,-0.00794631979054291
"8800424",43771,43050,64371,-0.00629631979054291
"8800426",43668,43020,64313,-0.00926631979054291
"8800427",44769,43320,64767,0.0277336802094571
"8800428",45896,43310,64752,0.0808036802094571
"8800434",44279,43350,64808,0.00344368020945709
"8800436",44359,43350,64814,0.00714368020945709
"8800437",44330,43240,64647,0.0109236802094571
"8800439",42667,42400,63370,-0.0270963197905429
"8800441",43690,42880,64107,-0.00174631979054291
"8800450",46785,43310,64761,0.122003680209457
"8800467",44221,43360,64833,8.36802094570932e-05
"8800468",43829,43370,64840,-0.0184463197905429
"8800469",44182,43350,64823,-0.00136631979054291
"8800470",44046,43360,64821,-0.00772631979054291
"8800477",42918,42070,62894,0.000993680209457094
"8800478",43115,42520,63540,-0.0114163197905429
"8800482",45100,43350,64819,0.0414136802094571
"8800488",43589,43310,64759,-0.0270863197905429
"8800489",43775,43350,64818,-0.0202963197905429
"8800490",43743,43340,64799,-0.0212763197905429
"8800495",45941,43350,64814,0.0808036802094571
"8800497",45621,43340,64800,0.0664036802094571
"8800512",44081,43350,64818,-0.00594631979054291
"8800515",44419,43360,64827,0.00949368020945709
"8800519",44371,43380,64859,0.00625368020945709
"8800529",43608,43310,64747,-0.0258263197905429
"8800533",47449,43290,64725,0.154203680209457
"8800535",45099,43340,64796,0.0421436802094571
"8800537",43524,43360,64827,-0.0322263197905429
"8800538",43115,43040,64365,-0.0362243197905429
"8800547",44040,43390,64879,-0.00971631979054291
"8800548",44280,43320,64759,0.00499368020945709
"8800550",44308,43350,64803,0.00497368020945709
"8800567",44338,43350,64817,0.00602368020945709
"8800568",44165,43340,64805,-0.00160631979054291
"8800570",44388,43360,64830,0.00793368020945709
"8800574",44311,43380,64857,0.00350368020945709
"8800580",43865,43300,64744,-0.0137363197905429
"8800592",44277,43290,64725,0.00613368020945709
"8800606",44659,43300,64738,0.0233736802094571
"8800612",44237,43310,64757,0.00313368020945709
"8800613",43065,42680,63707,-0.0215663197905429
"8800614",44279,43380,64852,0.00216368020945709
"8800615",44180,43360,64827,-0.00167631979054291
"8800616",46764,43300,64739,0.121703680209457
"8800617",44724,43350,64822,0.0238736802094571
"8800643",43501,43290,64726,-0.0302093197905429
"8800663",43898,43120,64463,-0.00349631979054291
"8800698",44644,43250,64667,0.0251036802094571
"8800935",43415,43360,64827,-0.0372393197905429
"8800936",44780,43350,64819,0.0265636802094571
"8800937",43476,43340,64796,-0.0334433197905429
"8800967",44110,43280,64708,-0.00110631979054291
"8816408",44992,43370,64841,0.0357136802094571
"8816409",43652,42970,64184,-0.00770631979054291
"8816418",43074,41830,62336,0.0209936802094571
"8816427",44142,43360,64828,-0.00357631979054291
"8816428",44208,43380,64859,-0.00143631979054291
"8816452",44129,43370,64851,-0.00476631979054291
"8816456",46684,43320,64781,0.116703680209457
"8816467",44499,43020,64324,0.0293936802094571
"8816486",44372,43270,64693,0.0116836802094571
"8816491",44148,43380,64856,-0.00407631979054291
"8816495",44403,43370,64848,0.00815368020945709
"8816496",43907,43340,64805,-0.0136963197905429
"8816497",44144,43370,64841,-0.00381631979054291
"8816901",45719,43330,64785,0.0715036802094571
"8816918",43786,42950,64178,-0.000486319790542908
"8816919",44155,43330,64780,-0.00129631979054291
"8816921",44213,43360,64828,-9.63197905429064e-05
"8816929",45407,43350,64806,0.0561536802094571
"8816930",44051,43360,64834,-0.00786631979054291
"8816931",44489,43090,64428,0.0254736802094571
"8816932",43040,42520,63550,-0.0151063197905429
"8816936",43220,42230,63129,0.00762368020945709
"8816937",43577,42400,63325,0.0164836802094571
"8816940",43527,43350,64819,-0.0318413197905429
"8816942",43621,42750,63916,0.00103368020945709
"8816943",42669,42210,62958,-0.0178263197905429
"8816947",44505,43370,64843,0.0128836802094571
"8816948",44071,42930,64184,0.0138536802094571
"8816949",41393,41320,61780,-0.0361503197905429
"8816953",44488,43350,64803,0.0132136802094571
"8816954",43526,42960,64221,-0.0132963197905429
"8816955",44285,43250,64662,0.00826368020945709
"8816956",44228,43370,64852,-0.000136319790542912
"8816957",43609,42760,63932,9.36802094570893e-05
"8816959",44288,43330,64779,0.00491368020945709
"8816963",42253,41820,62478,-0.0187563197905429
"8857101",44237,43340,64797,0.00178368020945709
"8857102",43895,43190,64579,-0.00712631979054291
"8857103",43419,43210,64601,-0.0301913197905429
"8857104",46903,43270,64697,0.129603680209457
"8857202",44541,43160,64527,0.0247836802094571
"8857205",44524,43380,64858,0.0134636802094571
"8857208",43905,43170,64538,-0.00537631979054291
"8857215",44109,43360,64828,-0.00500631979054291
"8857220",45392,43360,64829,0.0546836802094571
"8857223",44707,43340,64791,0.0239936802094571
"8857226",44321,43360,64822,0.00506368020945709
"8857230",43792,43290,64719,-0.0163663197905429
"8857231",43991,43370,64842,-0.0109163197905429
"8857232",45104,43370,64848,0.0407236802094571
"8857233",44765,43360,64835,0.0253136802094571
"8857237",44336,43350,64814,0.00597368020945709
"8857243",44407,43370,64848,0.00824368020945709
"8857246",43924,43370,64850,-0.0142763197905429
"8857249",44689,43350,64824,0.0222636802094571
"8857252",43615,42360,63319,0.0197836802094571
"8857257",44319,43320,64768,0.00659368020945709
"8857260",44358,43360,64826,0.00668368020945709
